Date,Police_ref,Easting,Northing,Veh_ref,Cas_ref,Severity,Road_cond,Visibility,Casualties,Pedestrian,Cycles,P2W,OAPs,Children,Manoeuvre,Time,Vehicles,Roadclass1,Roadnum1,Road_Type,Speed_Lim,Junct_det,Junct_ctrl,Roadclass2,Roadnum2,Cross_ctrl,Cross_fac,Weather,SpCond,Carr_haz,Day,Location,Local_Auth,ReportedAt,Parish
20170428,17182826,538730,274858,,,3. Slight,2. Wet/Damp,1. Daylight,1,1,0,0,0,0,0. No turn,720,1,3. A,1123,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE 13 HIGH STREET A1123,E07000011,1. Yes,66
20170429,17182864,547090,309794,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,955,2,5. C,310,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,5. C,311,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,NORWICH ROAD AT JN WITH CLARKSON AVENUE,E07000010,1. Yes,253
20170430,17199070,544837,258778,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,258,1,6. Unclassified,0,2. One way street,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,OUTSIDE ST JOHNS CHAPEL ST JOHN'S STREET,E07000008,1. Yes,37
20170430,17182895,531334,259493,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1654,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,SCHOOL LANE AT JN WITH ORCHARD WAY,E07000012,1. Yes,266
20170501,17182756,556796,276838,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,0,1,0. No turn,1604,3,3. A,142,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,SOHAM ROAD A142 400M NORTHWEST OF BARWAY ROAD,E07000009,1. Yes,73
20170501,17182948,524425,252017,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,1,0,2. Right turn,1730,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,STATION ROAD AT JN WITH POPPYFIELDS,E07000012,1. Yes,87
20170501,17182567,515911,290401,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,1440,2,4. B,1043,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,NORTH STREET B1043,E07000011,1. Yes,82
20170502,17187072,523926,274077,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1210,1,5. C,112,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,5. C,115,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,3. Tuesday,KINGS RIPTON ROAD AT JN WITH ST PETERS ROAD,E07000011,1. Yes,126
20170502,17196568,559133,260473,,,2. Serious,1. Dry,1. Daylight,4,0,0,0,1,2,0. No turn,1117,2,3. A,1303,6. Single carriageway,60,6. Crossroads,4. Give way or Uncontrolled,5. C,218,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,FOUR MILE STABLE FARM A1303 AT JN WITH SWAFFHAM HEATH ROAD,E07000009,1. Yes,213
20170502,17211437,544201,262889,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1715,2,4. B,1049,6. Single carriageway,30,3. T & Stag Jct,2. Automatic traffic signal,5. C,205,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,3. Tuesday,BRIDGE ROAD B1049 AT JN WITH CHEQUERS ROAD,E07000012,1. Yes,128
20170502,17182966,540904,297382,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,835,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,MAPLE GROVE,E07000010,2. No - accident was reported 'over the counter',154
20170503,17183077,544785,261440,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,1805,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,4. Wednesday,CHARIOT WAY,E07000012,1. Yes,270
20170503,17183101,527035,272606,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,710,3,3. A,1123,3. Dual carriageway,60,9. Other,4. Give way or Uncontrolled,3. A,141,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,HUNTINGDON ROAD A1123 AT JN WITH GARDEN CENTRE,E07000011,2. No - accident was reported 'over the counter',125
20170503,17184165,546106,308126,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1730,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,BOLENESS ROAD,E07000010,2. No - accident was reported 'over the counter',253
20170503,17182297,548315,263636,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,1,0,2. Right turn,1420,2,3. A,10,6. Single carriageway,50,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,282,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,A10 NEAR JN WITH ELY ROAD,E07000012,1. Yes,160
20170504,17183342,559128,260473,,,2. Serious,1. Dry,1. Daylight,4,0,0,0,0,0,3. Both left & right turns,824,3,3. A,1303,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,218,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A1303 AT JN WITH SWAFFHAM HEATH ROAD,E07000009,1. Yes,213
20170504,17183386,525257,269697,,,3. Slight,1. Dry,7. Darkness: street lighting unknown,2,0,0,0,0,0,0. No turn,2324,2,3. A,1198,2. One way street,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,4. Road works,0. None,5. Thursday,FOREN CRESCENT 70M NORTH OF GUMCESTER WAY,E07000011,1. Yes,126
20170504,17191306,546429,258810,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,2005,2,6. Unclassified,0,2. One way street,20,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,NEW STREET,E07000008,1. Yes,37
20170504,17201763,541258,292173,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,1000,2,5. C,308,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,DODDINGTON ROAD AT JN WITH BLUE LANE,E07000010,1. Yes,250
20170504,17183184,550032,272346,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,945,2,3. A,10,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,CAMBRIDGE ROAD A10 NEAR JN WITH LAZY OTTER MEADOWS,E07000009,1. Yes,210
20170505,17183519,542172,311885,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,1519,1,5. C,13,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,OUTSIDE 49 HIGH ROAD,E07000010,1. Yes,138
20170505,17183563,541366,261152,,,2. Serious,1. Dry,1. Daylight,2,0,0,2,0,0,0. No turn,1908,2,1. Motorway,11,7. Slip road,60,5. Slip Road,4. Give way or Uncontrolled,3. A,14,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,CLOVER LEAF M11 AT JN WITH A14,E07000012,1. Yes,152
20170505,17186571,526505,278521,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1253,2,5. C,112,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,RAMSEY ROAD NEAR JN WITH BROUGHTON CROSSROADS,E07000011,1. Yes,29
20170505,17189132,524229,271925,,,2. Serious,1. Dry,1. Daylight,2,0,0,1,0,0,0. No turn,1915,1,4. B,1514,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,6. Friday,NURSERY ROAD B1514 AT JN WITH HARTFORD ROAD,E07000011,1. Yes,126
20170506,17184185,518909,275528,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,25,2,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A(M)1 300M NORTH OF GREAT NORTH ROAD,E07000011,1. Yes,5
20170506,17184238,545429,258583,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,1415,1,5. C,292,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,7. Saturday,EMMANUEL ROAD AT JN WITH NEW SQUARE,E07000008,1. Yes,37
20170506,17194707,518995,258273,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,810,2,3. A,428,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,A428 NEAR JN WITH POTTON ROAD,E07000011,1. Yes,189
20170507,17185041,545351,309371,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1140,2,5. C,312,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,BARTON ROAD NEAR JN WITH WOODCOTE ROAD,E07000010,2. No - accident was reported 'over the counter',253
20170507,17185134,519360,271971,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1225,2,3. A,14,1. Roundabout,70,1. Roundabout,2. Automatic traffic signal,3. A,1,0. None,0. None within 50m,9. Unknown,0. None,0. None,1. Sunday,A14 AT JN WITH A1,E07000011,2. No - accident was reported 'over the counter',26
20170507,17190367,567430,266840,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,1800,1,3. A,11,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,NEWMARKET BYPASS A11 NEAR BP GARAGE,E07000009,1. Yes,47
20170507,17179918,510575,293128,,,1. Fatal,1. Dry,6. Darkness: no street lighting,5,0,0,0,0,0,0. No turn,207,2,3. A,605,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,A605 NEAR JN WITH BULLOCK LANE,E07000011,1. Yes,72
20170508,17184974,531483,268474,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1500,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,121,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,2. Monday,HIGH STREET AT JN WITH HILTON ROAD,E07000011,2. No - accident was reported 'over the counter',81
20170508,17187204,541877,296090,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,1454,2,4. B,1099,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,22 ST PETERS ROAD AT JN WITH CHANDLERS WAY,E07000010,1. Yes,154
20170508,17194266,524830,270542,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,917,2,4. B,1044,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,CAMBRIDGE ROAD NEAR JN WITH EAST CHADLEY LANE,E07000011,1. Yes,126
20170511,17184428,523435,272217,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,1554,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,11D SAYER STREET,E07000011,1. Yes,126
20170511,17184735,544143,262869,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,940,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,205,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,CHEQUERS ROAD AT JN WITH STATION ROAD,E07000012,2. No - accident was reported 'over the counter',128
20170511,17187213,544550,267184,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,656,2,5. C,186,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,5. C,197,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,RAMPTON ROAD AT JN WITH OAKINGTON ROAD,E07000012,1. Yes,53
20170511,17187621,544960,261868,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1734,1,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,EASTBOUND JUNCTION 32 - 33 A14,E07000012,1. Yes,128
20170511,17181215,509198,292808,,,1. Fatal,1. Dry,1. Daylight,1,0,0,0,1,0,2. Right turn,1020,2,3. A,605,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,671,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,A605 AT JN WITH OVEREND B671,E07000011,1. Yes,72
20170512,17184553,554795,287681,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,1300,2,3. A,1101,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,WISBECH ROAD A1101 NEAR JN WITH LITTLE MAREFEN DROVE,E07000009,2. No - accident was reported 'over the counter',147
20170512,17189250,548504,274866,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,154,1,3. A,1123,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,"OUTSIDE 13 HIGH STREET A1123, WILBURTON",E07000009,1. Yes,248
20170512,17191311,546247,259865,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,1,0,0,0,3. Both left & right turns,800,2,5. C,279,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,1. Zebra crossing,2. Raining without high winds,0. None,0. None,6. Friday,CHESTERTON HIGH STREET AT JN WITH UNION LANE,E07000008,2. No - accident was reported 'over the counter',37
20170512,17213289,533386,275288,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,2. Right turn,1355,2,4. B,1040,6. Single carriageway,60,6. Crossroads,4. Give way or Uncontrolled,5. C,119,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,6. Friday,SOMERSHAM ROAD B1040 AT JN WITH WHEATSHEAF ROAD,E07000011,1. Yes,198
20170513,17189305,526276,265021,,,2. Serious,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,2015,1,5. C,180,6. Single carriageway,60,6. Crossroads,4. Give way or Uncontrolled,5. C,180,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,PAPWORTH ROAD AT JN WITH BARNFIELD LANE,E07000012,1. Yes,178
20170513,17196973,540769,262096,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,0,1. Left turn,1522,2,5. C,194,3. Dual carriageway,70,3. T & Stag Jct,4. Give way or Uncontrolled,3. A,14,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,HUNTINGDON ROAD A1307 AT JN WITH THE AVENUE,E07000012,1. Yes,88
20170513,17184782,539200,262775,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,2,0,0. No turn,1443,2,5. C,193,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,OAKINGTON ROAD,E07000012,1. Yes,63
20170514,17187229,517397,284393,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,8,1,2. A(M),1,1. Roundabout,70,1. Roundabout,4. Give way or Uncontrolled,4. B,1043,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,JUNCTION 15 A(M)1 AT JN WITH B1043,E07000011,1. Yes,191
20170515,17185416,547447,257492,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,1645,2,3. A,1134,1. Roundabout,30,1. Roundabout,2. Automatic traffic signal,5. C,280,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,2. Monday,PERNE ROAD A1134 AT JN WITH BROOKFIELDS,E07000008,1. Yes,37
20170515,17187650,508324,279358,,,3. Slight,2. Wet/Damp,1. Daylight,2,0,0,0,0,1,3. Both left & right turns,827,3,4. B,662,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,2. Monday,BRINTON ROAD JN WITH BROAD LANE,E07000011,1. Yes,27
20170515,17189596,523888,274077,,,3. Slight,2. Wet/Damp,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,2340,1,6. Unclassified,0,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,8. Central reservation,2. Raining without high winds,0. None,0. None,2. Monday,ST PETERS ROAD AT JN WITH LEISURE PARK,E07000011,1. Yes,126
20170515,17184918,531934,280722,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,1235,2,3. A,141,6. Single carriageway,60,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,HEATH ROAD A141 AT JN WITH MACHETTS YARD ENTRANCE,E07000011,1. Yes,234
20170516,17185633,541662,296782,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,1530,2,4. B,1101,3. Dual carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,BROAD STREET NEAR JN WITH GRAYS LANE,E07000010,2. No - accident was reported 'over the counter',154
20170516,17185641,547956,277369,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,1750,1,6. Unclassified,0,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,POOLS ROAD AT JN WITH ELY WAY,E07000009,1. Yes,248
20170516,17187682,546012,255601,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,2. Right turn,852,2,3. A,1134,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,3. Tuesday,LONG ROAD A1134 AT JN WITH SEDLEY TAYLOR ROAD,E07000008,1. Yes,37
20170516,17187706,542220,246977,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,230,1,5. C,262,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,0. None within 50m,1. Fine without high winds,0. None,6. Pedestrian in carriageway - not injured,3. Tuesday,FOWLMERE ROAD NEAR PETROL STATION,E07000012,1. Yes,85
20170516,17191320,545497,257821,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,1,0,0,0,2. Right turn,2015,2,3. A,603,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,3. A,1307,0. None,5. Ped. phase at traffic signal junction,2. Raining without high winds,0. None,0. None,3. Tuesday,GONVILLE PL AT JN WITH REGENT STREET,E07000008,2. No - accident was reported 'over the counter',37
20170517,17185680,546594,257688,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,2130,2,5. C,280,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,4. Wednesday,MILL ROAD,E07000008,2. No - accident was reported 'over the counter',37
20170517,17188205,536968,308451,,,3. Slight,2. Wet/Damp,1. Daylight,2,0,0,0,1,0,0. No turn,818,2,4. B,1166,6. Single carriageway,30,6. Crossroads,4. Give way or Uncontrolled,5. C,32,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,4. Wednesday,MAIN ROAD B1166 AT JN WITH FEN ROAD,E07000010,1. Yes,179
